5.602535,7.242404,-10.000000
8.902481284, 5.395205, -30.00jhfjdhf #This is a line i ADDED FOR LEARNING GIT 
Adding another line for learning GIT 
Testing the Staging environment
5.602529,7.240385,-10.000000 
5.602524,7.238366,-10.000000 
5.602518,7.236347,-10.000000 
5.602512,7.234328,-10.000000 
5.602507,7.232309,-10.000000 
5.602501,7.230290,-10.000000 
5.602496,7.228271,-10.000000 
5.602490,7.226252,-10.000000 
5.602485,7.224233,-10.000000 
5.602479,7.222215,-10.000000 
5.602535,7.242404,-10.000000 
5.602529,7.240385,-10.000000 
5.602524,7.238366,-10.000000 
5.602518,7.236347,-10.000000 
5.602512,7.234328,-10.000000 
4.031711,88.866833,-70.000000 
5.602501,7.230290,-10.000000 
5.602496,7.228271,-10.000000 
5.602490,7.226252,-10.000000 
5.602485,7.224233,-10.000000 
5.602479,7.222215,-10.000000 
5.602535,7.242404,-10.000000 
5.602529,7.240385,-10.000000 
5.602524,7.238366,-10.000000 
5.602518,7.236347,-10.000000 
5.602512,7.234328,-10.000000 
5.270894,12.547744,-10.000000 
5.602501,7.230290,-10.000000 
5.602496,7.228271,-10.000000 
5.602490,7.226252,-10.000000 
5.602485,7.224233,-10.000000 
5.602479,7.222215,-10.000000 
5.602535,7.242404,-10.000000 
5.602529,7.240385,-10.000000 
5.602524,7.238366,-10.000000 
5.602518,7.236347,-10.000000 
5.602512,7.234328,-10.000000 
5.602501,7.230290,-10.000000 
5.602496,7.228271,-10.000000 
5.602490,7.226252,-10.000000 
5.602485,7.224233,-10.000000 
5.602479,7.222215,-10.000000 
5.602535,7.242404,-10.000000 
5.602529,7.240385,-10.000000 
5.602524,7.238366,-10.000000 
5.602518,7.236347,-10.000000 
5.602512,7.234328,-10.000000 
5.602501,7.230290,-10.000000 
5.602496,7.228271,-10.000000 
5.602490,7.226252,-10.000000 
5.602485,7.224233,-10.000000 
5.602479,7.222215,-10.000000 
5.602535,7.242404,-10.000000 
5.602529,7.240385,-10.000000 
5.602524,7.238366,-10.000000 
